file, hardcoded-secret, empty-password, use of http, improper ip address binding, suspicious comment, no-integrity-check, total
script-107.yaml, 0, 0, 0, 0, 1, 0, 1
script-418.yaml, 0, 0, 0, 0, 0, 0, 0
script-231.yaml, 0, 0, 0, 0, 0, 0, 0
script-989.yaml, 0, 0, 0, 0, 0, 0, 0
script-493.yaml, 1, 0, 0, 0, 0, 0, 1
script-654.yaml, 0, 0, 0, 0, 0, 0, 0
script-60.yaml, 0, 0, 0, 0, 0, 0, 0
script-345.yaml, 0, 0, 0, 0, 0, 0, 0
script-338.yaml, 0, 0, 0, 0, 0, 0, 0
script-616.yaml, 0, 0, 0, 0, 0, 0, 0
script-344.yaml, 0, 0, 0, 0, 0, 0, 0
script-809.yaml, 0, 0, 0, 0, 0, 1, 1
script-104.yaml, 0, 0, 0, 0, 0, 0, 0
script-120.yaml, 0, 0, 0, 0, 0, 0, 0
script-443.yaml, 0, 0, 0, 0, 0, 0, 0
script-788.yaml, 0, 0, 0, 0, 0, 0, 0
script-641.yaml, 0, 0, 0, 0, 0, 0, 0
script-543.yaml, 0, 0, 0, 0, 0, 0, 0
script-510.yaml, 2, 0, 0, 0, 0, 0, 2
script-327.yaml, 0, 0, 0, 0, 0, 0, 0
script-1069.yaml, 0, 0, 0, 0, 0, 0, 0
script-58.yaml, 0, 0, 0, 0, 0, 0, 0
script-123.yaml, 0, 0, 0, 0, 1, 0, 1
script-1100.yaml, 0, 0, 0, 0, 0, 0, 0
script-519.yaml, 1, 0, 0, 0, 0, 0, 1
script-884.yaml, 0, 0, 0, 0, 0, 0, 0
script-260.yaml, 0, 0, 0, 0, 0, 0, 0
script-374.yaml, 0, 0, 0, 0, 0, 0, 0
script-304.yaml, 0, 0, 0, 0, 0, 0, 0
script-444.yaml, 0, 0, 0, 0, 0, 0, 0
script-685.yaml, 0, 0, 0, 0, 0, 0, 0
script-815.yaml, 0, 0, 0, 0, 0, 0, 0
script-806.yaml, 0, 0, 0, 0, 0, 0, 0
script-137.yaml, 0, 0, 0, 0, 0, 0, 0
script-287.yaml, 0, 0, 0, 0, 0, 0, 0
script-574.yaml, 0, 0, 0, 0, 0, 0, 0
script-422.yaml, 0, 0, 0, 0, 0, 0, 0
script-441.yaml, 0, 0, 0, 0, 0, 0, 0
script-859.yaml, 0, 0, 0, 0, 0, 0, 0
script-326.yaml, 4, 0, 0, 0, 0, 0, 4
script-91.yaml, 0, 0, 0, 0, 0, 0, 0
script-742.yaml, 1, 0, 0, 0, 0, 0, 1
script-153.yaml, 0, 0, 0, 0, 0, 0, 0
script-1095.yaml, 0, 0, 0, 0, 0, 0, 0
script-760.yaml, 1, 0, 0, 0, 0, 0, 1
script-69.yaml, 0, 0, 0, 0, 0, 0, 0
script-1038.yaml, 0, 0, 0, 0, 0, 0, 0
script-142.yaml, 0, 0, 0, 0, 0, 0, 0
script-15.yaml, 0, 0, 0, 0, 1, 0, 1
script-237.yaml, 0, 0, 0, 0, 0, 0, 0
script-699.yaml, 0, 0, 0, 0, 0, 0, 0
script-328.yaml, 0, 0, 0, 0, 0, 0, 0
script-168.yaml, 0, 0, 0, 0, 0, 0, 0
script-984.yaml, 0, 0, 0, 0, 0, 0, 0
script-385.yaml, 0, 0, 0, 0, 0, 0, 0
script-876.yaml, 0, 0, 0, 0, 0, 0, 0
script-729.yaml, 0, 0, 0, 0, 0, 0, 0
script-32.yaml, 0, 0, 0, 0, 0, 0, 0
script-870.yaml, 0, 0, 0, 0, 0, 0, 0
script-761.yaml, 0, 0, 0, 0, 0, 0, 0
script-934.yaml, 0, 0, 0, 0, 0, 0, 0
script-894.yaml, 0, 0, 0, 0, 0, 0, 0
script-282.yaml, 0, 0, 0, 0, 0, 0, 0
script-56.yaml, 0, 0, 0, 0, 0, 0, 0
script-525.yaml, 1, 0, 0, 0, 0, 0, 1
script-747.yaml, 0, 0, 0, 0, 0, 0, 0
script-916.yaml, 1, 0, 0, 0, 0, 0, 1
script-865.yaml, 0, 0, 0, 0, 0, 0, 0
script-291.yaml, 0, 0, 0, 0, 0, 0, 0
script-917.yaml, 2, 0, 0, 0, 0, 0, 2
script-331.yaml, 48, 0, 0, 0, 0, 0, 48
script-454.yaml, 0, 0, 0, 0, 0, 0, 0
script-577.yaml, 0, 0, 0, 0, 0, 0, 0
script-772.yaml, 1, 0, 0, 0, 0, 0, 1
script-276.yaml, 1, 0, 0, 0, 0, 0, 1
script-889.yaml, 0, 0, 0, 0, 0, 0, 0
script-555.yaml, 1, 0, 0, 0, 0, 0, 1
script-669.yaml, 2, 0, 0, 0, 0, 1, 3
script-289.yaml, 0, 0, 0, 0, 0, 0, 0
script-324.yaml, 8, 0, 2, 0, 0, 0, 10
script-59.yaml, 0, 0, 0, 0, 0, 0, 0
script-817.yaml, 1, 0, 0, 0, 0, 1, 2
script-369.yaml, 0, 0, 0, 0, 0, 0, 0
script-831.yaml, 0, 0, 0, 0, 0, 0, 0
script-948.yaml, 0, 0, 0, 0, 0, 0, 0
script-564.yaml, 0, 0, 0, 0, 0, 0, 0
script-587.yaml, 0, 0, 0, 0, 0, 0, 0
script-571.yaml, 0, 0, 0, 0, 0, 0, 0
script-157.yaml, 0, 0, 0, 0, 0, 0, 0
script-154.yaml, 0, 0, 0, 0, 0, 0, 0
script-483.yaml, 0, 0, 0, 0, 0, 0, 0
script-822.yaml, 0, 0, 0, 0, 0, 0, 0
script-230.yaml, 0, 0, 0, 0, 0, 0, 0
script-898.yaml, 0, 0, 0, 0, 0, 0, 0
script-723.yaml, 0, 0, 0, 0, 0, 0, 0
script-1056.yaml, 0, 0, 0, 0, 0, 0, 0
script-408.yaml, 0, 0, 0, 0, 0, 0, 0
script-215.yaml, 0, 0, 0, 0, 0, 0, 0
script-101.yaml, 0, 0, 0, 0, 0, 0, 0
script-545.yaml, 0, 0, 0, 0, 0, 0, 0
script-1085.yaml, 0, 0, 0, 0, 0, 0, 0
script-119.yaml, 0, 0, 0, 0, 0, 0, 0
script-139.yaml, 0, 0, 0, 0, 0, 0, 0
script-737.yaml, 0, 0, 0, 0, 0, 0, 0
script-238.yaml, 0, 0, 0, 0, 0, 0, 0
script-630.yaml, 0, 0, 0, 0, 0, 0, 0
script-790.yaml, 0, 0, 0, 0, 0, 0, 0
script-1077.yaml, 0, 0, 0, 0, 0, 0, 0
script-613.yaml, 3, 0, 0, 0, 0, 0, 3
script-158.yaml, 12, 0, 0, 0, 0, 0, 12
script-274.yaml, 1, 0, 0, 0, 0, 0, 1
script-1071.yaml, 0, 0, 0, 0, 0, 0, 0
script-199.yaml, 2, 0, 0, 0, 1, 0, 3
script-647.yaml, 0, 0, 0, 0, 0, 0, 0
script-638.yaml, 0, 0, 0, 0, 0, 0, 0
script-961.yaml, 0, 0, 0, 0, 0, 0, 0
script-480.yaml, 0, 0, 0, 0, 0, 0, 0
script-1026.yaml, 0, 0, 0, 0, 0, 0, 0
script-946.yaml, 0, 0, 0, 0, 0, 0, 0
script-86.yaml, 0, 0, 0, 0, 0, 0, 0
script-976.yaml, 3, 0, 0, 0, 0, 0, 3
script-720.yaml, 0, 0, 0, 0, 0, 0, 0
script-256.yaml, 0, 0, 0, 0, 1, 0, 1
script-1086.yaml, 0, 0, 0, 0, 0, 0, 0
script-300.yaml, 0, 0, 0, 0, 0, 0, 0
script-1053.yaml, 0, 0, 0, 0, 0, 0, 0
script-637.yaml, 0, 0, 0, 0, 0, 0, 0
script-802.yaml, 0, 0, 0, 0, 0, 0, 0
script-581.yaml, 0, 0, 0, 0, 0, 0, 0
script-535.yaml, 1, 0, 0, 0, 0, 0, 1
script-1072.yaml, 0, 0, 0, 0, 0, 0, 0
script-784.yaml, 0, 0, 0, 0, 0, 0, 0
script-211.yaml, 0, 0, 0, 0, 0, 0, 0
script-1101.yaml, 0, 0, 0, 0, 0, 0, 0
script-495.yaml, 1, 0, 0, 0, 0, 0, 1
script-597.yaml, 0, 0, 0, 0, 0, 0, 0
script-470.yaml, 0, 0, 0, 0, 0, 0, 0
script-981.yaml, 0, 0, 0, 0, 0, 0, 0
script-140.yaml, 0, 0, 0, 0, 0, 0, 0
script-825.yaml, 0, 0, 0, 0, 0, 0, 0
script-378.yaml, 0, 0, 0, 0, 0, 0, 0
script-1097.yaml, 1, 0, 0, 0, 0, 0, 1
script-966.yaml, 1, 0, 0, 0, 1, 0, 2
script-145.yaml, 0, 0, 0, 0, 0, 0, 0
